APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
Y,830,21,1,0,V5P4A6,1,1,734.7183333,603.3516667,1394.185,,,,0,0,0.25,6.583333333,20.25,0.083333333,6.166666667,0,3,0,0,D,390,160,842,27107.69231,3166.666667
Y,831,36,1,0,V5A1H4,1,0,0.08,0.4,71.27666667,,1.333333333,529096.7308,0,0,0.583333333,0,0,0.083333333,0,0,5,0,0,A,640,330,1625,34203.125,7168.627451
Y,838,53,1,0,V5R2J4,1,1,263.4358333,,4340.395833,3240.224444,142.4083333,,0,0,4.416666667,0.25,22.91666667,2.083333333,0,0,4.6,0,-2,D,790,330,1212,24694.93671,1959.52381
N,846,47,0,1,V4K3N3,0,0,142.245,0.05,581.0475,,13535.925,,0,0,0,0,0,0,0,0,4,0,0,C,270,,,25288.88889,7886.666667
Y,849,23,0,1,V5V2B8,1,0,58.69916667,0,114.6741667,,,,0,0,4.75,9.5,12.83333333,0,0,0,3,0,1,E,640,260,1177,27078.125,2962.5
Y,856,25,0,1,V3W6B2,1,1,3150.725,2941.5925,31215.91917,,,,0,0,1.416666667,5.083333333,26.5,0.083333333,2.166666667,0,4,0,2,D,910,270,994,23092.30769,1413.888889
N,860,66,1,0,V4N3G5,1,0,311.2741667,0.33,323.1091667,,16.94083333,,0,0,0,0.833333333,2.666666667,0,0,0,4,0,0,E,960,,,32686.45833,3135.849057
Y,865,42,0,1,V6C2T1,0,0,65.05916667,,153.2416667,,,,0,0,0.583333333,0,0,0,0,0,2,0,0,E,11090,,,67859.60325,15139.31145
Y,874,48,0,1,V2Z2N3,1,1,1643.834167,13486.49667,15560.33167,21384.29889,6609.999167,81276.13167,0,0,1.5,4.666666667,49.66666667,3.583333333,9,0.083333333,5.7,-1,-1,A,7650,2650,13706,32769.15033,5222.371365
Y,875,54,1,0,V3R5Z1,1,1,808.81,150.77,1239.725,,1380.32,181608.96,1,0,11,0,0,0,0,0,4.5,1,3,A,820,470,1654,28702.43902,2130.555556
N,879,29,1,0,V5V3M2,1,0,0,127.5258333,807.4308333,,,,0,0,0,0,0,0,0,0,4,0,0,E,640,290,1353,32156.25,2673.529412
Y,881,48,0,1,V3W3X5,1,1,7792.808333,0,17976.22083,,0,,0,0,2.5,3.25,1.333333333,4.5,0,0,5,0,0,D,810,240,775,23898.76543,817.3913044
Y,888,41,1,0,V5G1E9,1,1,2352.02,0,5427.9575,1012.584286,,,0,0,4.916666667,6.5,7.75,12.25,2.5,0,4.5,-1,0,D,330,150,725,28457.57576,2286.666667
Y,895,35,0,1,V3M2T6,1,0,1.6975,,184.7591667,,13112.8375,241188.5844,0,1,1.166666667,0,0,0.583333333,0,0,3.9,1,0,D,720,280,1152,32620.83333,1791.666667
N,896,45,0,1,V3B6Y1,1,1,1109.795833,,1276.763333,,1093.465833,,0,0,3.5,3.75,0.916666667,25,0,0,3,0,0,D,850,370,1666,30660,2325.490196
N,899,52,0,1,V3E1H6,1,0,,7.405833333,59.40833333,2684.505,,,0,0,1,0.083333333,0.333333333,0,0,0,3,0,0,D,850,370,1401,31348.23529,1580
Y,912,53,0,1,V4N3C5,1,1,4725.56,70302.19833,75477.17083,,119136.24,167573.06,0,0,4.333333333,0,0,4,0,0,5,0,4,A,1160,400,1647,29105.17241,2545.098039
N,923,51,0,1,V6N2N2,1,0,219.26,0,272.0875,,8875.6925,,0,0,0.75,3.083333333,0,2.25,1.416666667,0,4,0,0,D,630,230,1513,48017.46032,7456.140351
Y,931,56,1,0,V7H2A1,1,0,9490.760833,0,16676.17833,,,,0,0,1.75,3.083333333,0.333333333,1.666666667,0,0,4,0,1,D,870,360,2220,42075.86207,4646.666667
Y,932,53,0,1,V2Z1L5,1,0,3594.175833,,3828.170833,11272.61583,,,0,0,0.333333333,4.833333333,10.41666667,7.333333333,0,0,3,0,0,B,7650,2650,13706,32769.15033,5222.371365
Y,934,54,0,1,V6Y1N5,1,0,0,5085.05,5211.58,,1878.72,179442.3942,0,0,1.5,6.916666667,14,2.666666667,4.833333333,0,5,0,0,C,800,240,949,24153.75,4655.405405
N,936,59,1,0,V5M2Y2,1,0,5775.400833,0,330534.1317,,,,0,0,4.583333333,2.75,7.166666667,7.75,0,0,4,0,0,A,960,430,1618,23012.5,2380
N,937,36,0,1,V5M2Y2,1,0,4031.201667,0,4031.246667,,,,0,0,0.25,9,9.416666667,3.416666667,0,0,2.9,1,0,D,960,430,1618,23012.5,2380
N,940,47,1,0,V6P1E9,1,1,9765.6725,4885.340833,173795.385,,249.3608333,,0,0,3.833333333,0.5,7.5,8.25,6.333333333,0,5,0,-1,A,570,190,1354,48971.92982,9034.545455
Y,945,51,0,1,V5K3J6,1,1,0,0,274.2575,,51217.365,13277.15833,0,0,0.5,7.333333333,18.83333333,2.666666667,3.083333333,0,5,0,0,C,900,430,1801,28682.22222,2977.777778
Y,949,53,1,0,V6K2V2,1,0,9618.815,,9634.04,,36.11583333,,0,0,0.583333333,3.333333333,0.5,5.166666667,0.833333333,0,3,0,0,D,700,380,2210,41470,6927.5
N,954,54,1,0,V5A2V8,0,0,0,7.5,9734.6775,,,,0,0,0.083333333,0,0,0,0,0,3,0,0,E,690,360,1985,39759.42029,5956.923077
Y,958,47,0,1,V5G1M8,1,1,3006.038333,750.7341667,3847.04,,0,,0,0,1.083333333,1.75,4.75,8.916666667,4.75,0,4,0,0,D,290,150,880,35779.31035,3865.217391
N,969,55,0,1,V4K3S1,1,0,614.0483333,,1211.238333,,45.945,,0,0,3.083333333,0,20.91666667,10.25,0,0,3,0,0,D,630,310,1552,38004.76191,4750
Y,972,54,0,1,V5V1X7,1,1,17687.48083,0,20342.375,,9.440833333,142035.8925,0,0,0.583333333,2.166666667,0,0.666666667,2.416666667,0,5.2,-1,-2,A,790,370,1469,28327.8481,2764.102564
Y,978,61,0,1,V5N4H6,0,0,0,0,214.79,,,,0,0,0,0,0,0,0,0,3,0,0,E,1000,410,1689,24348,2096.875
Y,982,34,1,0,V7L2X7,1,1,3127.025,,3208.31,,,86357.06167,0,0,1.333333333,0,0,0.25,0,0,3,0,0,A,830,280,1368,27644.57831,4129.268293
Y,989,33,1,0,V4C6V2,1,0,1502.160833,,1593.418333,,,,0,0,0.166666667,0,0,0,0,0,2,0,0,D,740,250,978,29210.81081,1408.333333
N,992,53,0,1,V5C1B1,1,0,314.4408333,0,416.4483333,,507.8441667,243618.5275,0,0,6.5,18.91666667,9.916666667,0.583333333,0,0,5,0,0,A,700,300,1302,26128.57143,2275.555556
Y,996,23,0,1,V3S8E2,1,0,136.3516667,0,193.0591667,,,,0,0,0.333333333,0,0,0,0.5,0,3,0,0,E,350,140,663,30491.42857,3311.764706
N,1000,60,0,1,V7V1K4,1,0,920.6333333,76.8775,1120.830833,,337.1125,,0,0,2.583333333,5.833333333,11.66666667,0.833333333,2.916666667,0,4,0,1,D,400,100,611,46795,19949.23077
Y,1009,58,0,1,V5H3S1,1,0,13265.23667,,40990.02833,,0,,0,0,0.916666667,2.583333333,0,3.083333333,0,0,4,0,1,C,440,150,740,28113.63636,5193.548387
N,1025,48,0,1,V5G1G3,0,0,712.32,2.12,851.555,,,,0,0,0,0,0,0,0,0,3,0,0,D,330,150,725,28457.57576,2286.666667
N,1026,54,1,0,V3B4G3,1,0,3825.214167,378.9275,4263.391667,25759.56333,,,0,0,2,9.666666667,30.91666667,5.166666667,9.666666667,0,3.3,1,1,D,230,100,460,35821.73913,2818.181818
Y,1028,42,0,1,V3C1H8,1,1,601.8441667,2474.405833,3374.8825,2593.49,1494.716667,4254.32625,0,0,3.5,3,62.41666667,2.583333333,8.75,0,4.6,-1,-2,D,730,310,1411,32432.87671,1555.555556
N,1038,52,1,0,,0,1,20196.45417,6061.080833,26362.0025,1352.906,,109080.4933,0,0,4.5,0,0,8.583333333,0,0,4.3,-1,-1,B,,,,,
N,1042,43,0,1,V4C7E2,0,0,75.71,,242.0225,,,,0,0,0.083333333,0.166666667,0,0,0,0,1.4,-1,-2,D,830,350,1384,30931.3253,2025
Y,1053,57,0,1,V3B4T3,1,1,4417.743333,0,24550.65083,,,,0,0,0.666666667,1.833333333,2,6.666666667,0,0,3.8,1,1,D,620,230,920,24814.51613,4596
N,1054,46,1,0,V3W3W6,0,0,149.4175,,270.2716667,,3798.485,227386.505,0,0,7.5,0,0,0.083333333,0,0,2.4,-2,-2,B,1370,440,1699,22462.77372,1703.508772
N,1059,53,1,0,V5A2E1,1,0,14096.17667,403.525,14725.06667,,420983.2833,170655.2,0,0,8.083333333,0.5,14.16666667,2.583333333,6.916666667,0,4.4,-1,-3,A,570,260,1835,35401.75439,4816.666667
N,1062,58,0,1,,1,0,0,0,213.6275,,9646.3875,,0,0,0.916666667,0,0,0,0,0,4,0,0,D,,,,,
Y,1063,38,1,0,V5K2R1,1,1,7867.725,,8513.145,,0,144864.8483,0,0,4,3.666666667,0.083333333,3.75,2.333333333,0,4,0,0,C,1040,440,1702,24507.69231,2857.352941
N,1068,32,0,1,V6B4N5,1,0,0.1,,71.86,,24363.48,,0,0,0.666666667,17.16666667,6.5,1.75,2.25,0,3,0,1,C,11090,,,67859.60325,15139.31145
N,1070,42,0,1,V6P4E6,0,0,172.2125,,239.42,,0,,0,0,0.166666667,0,0,0.083333333,0,0,3,0,0,E,990,400,1541,27830.30303,3167.346939
Y,1071,44,0,1,V5J1R1,1,1,24038.3275,,24228.3475,22412.961,0,64100.07167,0,0,6.083333333,6.25,22.66666667,4.083333333,0.083333333,0.25,4.8,-1,-1,C,690,260,1421,27739.13044,3564.705882
N,1073,43,0,1,V3T1B4,1,1,1442.194167,,1588.166667,,,55248.59417,0,0,7.166666667,19.41666667,39,4,0,0.166666667,3,0,-1,C,840,320,1002,23792.85714,1544.827586
Y,1075,53,0,1,V6P2R5,1,0,12741.77083,46.63083333,102108.2708,,0,57103.4225,0,0,6.5,0,0,4,7.583333333,0,6,0,0,B,780,320,1260,26184.61539,4095.384615
Y,1084,55,1,0,V3H4T5,0,0,7.075833333,55.26666667,273.9116667,,,293733.035,0,0,3.083333333,24.33333333,4.333333333,4,0,0,4,0,1,A,13550,6090,29594,38106.71587,3164.860681
Y,1102,41,0,1,V6R3B9,1,1,36154.48583,3.93,62848.50083,,,,0,0,0.666666667,4,11.66666667,4.25,3.5,0,4,0,0,B,460,220,1361,45310.86957,5635.294118
Y,1113,45,0,1,,1,1,5006.989167,447.3208333,18980.93583,,19779.815,,0,0,0.583333333,3.083333333,6.666666667,5.583333333,1.166666667,0,4.2,1,0,B,,,,,
Y,1116,46,1,0,V5H4J3,1,1,4242.7425,735.4275,5154.3425,,0,102611.0825,0,0,8.583333333,1,4.416666667,2.833333333,0.25,0,4.8,1,1,C,570,230,1102,29957.89474,4357.8125
N,1124,51,0,1,V3J1B6,1,1,1166.0525,348.08,13022.43083,28490.22,7143.6875,46701.67,0,0,6.083333333,13.33333333,63.5,11.41666667,3.833333333,0.25,5.8,-3,-1,A,760,350,1535,32076.31579,2112.121212
Y,1125,54,0,1,V4A1A8,1,1,3598.965833,600.3066667,3964.086667,,83.30083333,,0,0,3.083333333,0.75,0.25,3.166666667,0,0,3.4,0,-1,D,600,260,1349,40275,2928.571429
Y,1151,26,0,1,V5H3K3,1,1,1749.270833,,22512.45333,,,,0,0,0.166666667,1.416666667,0.083333333,0.333333333,0,0,3,0,0,D,600,250,1247,30426.66667,4585.714286
N,1154,58,1,0,V5V3W9,1,0,558.8116667,,1089.666667,,,49614.60083,0,0,4.583333333,2.5,0,0.75,1.583333333,0,3,0,0,C,920,390,1465,28457.6087,4456.097561
N,1160,43,1,0,V3H4X6,1,1,6676.465833,,6730.653333,,,,0,0,0.416666667,3.833333333,44.16666667,1.75,2.25,0,2,0,0,D,690,310,1955,48931.88406,5169.69697
N,1161,40,0,1,V3M6H1,1,1,862.0858333,155.0566667,1075.2575,,,,0,0,0.166666667,6.583333333,12.16666667,0.5,0,0,3,0,0,E,620,340,1977,38591.93548,5064.102564
N,1170,65,1,0,V9N7E3,1,0,22665.08167,0.55,140677.0667,,,,0,0,0.333333333,0.166666667,0,4.25,0,0,4.4,-1,-6,C,540,170,568,22735.18519,1959.259259
N,1171,40,0,1,V4S1G1,1,1,70.0425,0,153.0175,14613.19583,658.5083333,45018.41333,0,1,3.25,4.75,36.25,10.58333333,0,0,5.6,1,2,C,2330,800,4178,30899.14163,3067.346939
Y,1178,53,0,1,V5J2E4,1,0,1260.59,3388.433333,19033.03417,,465.9291667,41319.79083,0,0,8.416666667,2.666666667,27.91666667,6.083333333,6,0,6,0,0,C,290,130,688,41572.41379,4400
Y,1195,27,0,1,V3W1G7,1,1,2567.854167,,2617.854167,40439.619,,,0,0,0.416666667,3.333333333,12.33333333,0.5,2.916666667,0,3,0,4,D,1250,390,1655,24876,2270.212766
N,1196,57,1,0,V5T4J2,0,0,0,0,72.91583333,4555.549167,,32889.09667,0,0,1.583333333,0,0,0,0,0,4.7,1,1,C,770,260,835,22277.92208,1814.285714
Y,1197,56,0,1,V3R1E9,1,0,1611.0925,2225.863333,3895.195833,,,,0,0,0.666666667,4.166666667,29,4.416666667,12.83333333,0,3,0,-1,D,1020,310,1236,26838.23529,2420.408163
N,1203,47,1,0,V3C1H2,1,1,692.4091667,275.3033333,1045.55,3056.305,674.8033333,,0,0,1,8.583333333,39.66666667,7.25,6.5,0,4,0,-2,D,730,310,1411,32432.87671,1555.555556
Y,1211,42,0,1,V3B5S5,1,1,549.5075,0,607.2316667,20001.7,3358.984167,170317.45,0,0,1.75,6.833333333,43.75,3.416666667,0,0,5,0,-1,A,260,120,480,31953.84615,1618.181818
Y,1213,56,1,0,V6R3V8,1,0,482.0466667,1290.040833,2212.2375,,16.80666667,,0,0,5.25,0.333333333,0,0.666666667,0,0,4.3,1,1,D,470,230,1725,64182.97872,9186.842105
N,1214,48,0,1,V3S7M9,0,0,1795.680833,,1870.878333,,,,0,0,0.166666667,0,0,0.25,0,0,2,0,0,D,38210,14860,68798,34921.48652,3671.284352
Y,1216,46,0,1,V5Y2C9,1,0,54.99666667,44.68,16248.31583,21104.345,33151.80083,277924.1058,0,0,10.75,8.25,14.08333333,7.833333333,0.083333333,0,6.9,-1,-6,A,600,320,1740,41695,5060
Y,1217,50,0,1,V6V1M1,0,0,410.8683333,0,15976.90667,,,,0,0,0.25,0,0,0,0,0,3.5,1,3,E,980,430,2156,30552.04082,2707.017544
N,1230,55,1,0,V3C5E6,1,0,415.1033333,311.7258333,805.5341667,,67.29285714,40157.87917,0,0,0.25,0.916666667,3.833333333,0.25,0,0,4.5,-1,-1,C,1140,540,2759,37857.89474,3772.857143
Y,1231,52,0,1,V5A4S4,0,1,4798.4,,5555.1725,11389.59333,0,50716.48333,0,0,5.666666667,0,0,1.25,0,0,5,0,0,C,640,330,1625,34203.125,7168.627451
N,1232,25,1,0,V6N3T6,1,0,1788.213333,4096.425,5956.480833,,,,0,0,1.5,3.333333333,15.83333333,1.416666667,2.25,0,3,0,0,D,490,240,1579,68932.65306,15580
N,1243,66,1,0,V6S1G6,1,0,30834.57667,39172.3625,204418.1517,,,,0,0,5.166666667,2.416666667,0,4.25,0,0,3.8,-2,-18,A,590,290,1849,47655.9322,5350
Y,1244,44,1,0,V6S2J6,1,1,7740.525833,2624.368333,23587.285,,,,0,0,3.75,1.5,0,10.25,6.916666667,0,4,0,-1,D,490,250,1462,48585.71429,7606.521739
N,1246,37,0,1,V3B1H7,1,1,552.0533333,,613.0408333,,,,0,0,0.333333333,6.5,2.083333333,0.916666667,0,0,2,0,0,E,840,300,896,27598.80952,1551.851852
Y,1253,37,0,1,V3W4S5,1,1,732.6408333,37.085,833.5958333,,2459.743333,,0,0,0.083333333,5.416666667,7.916666667,2.25,0,0,4,0,0,D,950,280,895,25545.26316,1029.166667
Y,1259,52,0,1,V5B1L3,1,0,4434.085833,6.265,5058.175,,2444.493333,189857.65,0,0,12,0.083333333,0,7.5,0,0,5,0,-1,A,690,250,932,25071.01449,2200
N,1264,48,0,1,V3N2W8,0,0,,1643.303333,1862.463333,,,,0,0,0.916666667,0,0,0,0,0,2,0,0,E,310,,,26503.22581,3240
N,1267,35,1,0,V3K3B4,1,0,581.6758333,1.681666667,646.0766667,,,,0,0,0,5.833333333,12.08333333,7.416666667,2.166666667,0,3,0,-1,D,460,220,921,33439.13044,2942.857143
Y,1274,47,0,1,V5Z4R3,1,0,1194.061667,,1251.584167,,,,0,0,0,0,0,0,0,0,2,0,0,D,11090,,,67859.60325,15139.31145
N,1277,52,0,1,V4A3N6,1,1,799.1766667,30.20333333,1120.895,,24307.8275,13038.34333,0,0,1.083333333,1.833333333,4,4.083333333,2,0,5,0,0,C,480,200,1026,41414.58333,3791.666667
N,1288,41,1,0,V4N3H9,1,1,1537.115,166.7516667,1768.291667,18121.96,,,0,0,1.166666667,5.083333333,8,0,1.666666667,0,4,0,0,C,650,240,1199,31381.53846,2890.625
Y,1292,53,0,1,V7G1L3,1,0,4997.670833,251.6383333,5311.785,,,,0,0,5.833333333,13.16666667,62.58333333,4.75,4.333333333,0,3,0,0,D,490,240,1567,62444.89796,6788.888889
Y,1295,51,1,0,V5S4B9,1,1,1250.811667,72.0875,1412.984167,,0,,0,0,0,1.833333333,4.083333333,1.833333333,1.5,0,4,0,0,D,830,390,1834,32451.80723,2768.085106
Y,1315,40,1,0,V5K1J7,1,0,49.16083333,50.11833333,99.53416667,,,,0,0,0.75,1,1.25,0,0,0,2,0,1,E,820,360,1436,25797.56098,2780.392157
Y,1317,41,0,1,V3J2P3,1,1,7373.976667,,10251.13667,,0,,0,0,2.5,3.166666667,3.416666667,4.083333333,0,0,3.2,1,1,D,630,300,1621,35419.04762,4093.75
N,1319,52,1,0,V3J6G5,0,0,5920.16,426.34,7011.04,,,65510.21833,0,0,0.75,0,0,0,0,0,4,0,0,C,660,300,2198,39845.45455,3917.948718
Y,1320,57,0,1,V3K6C3,0,0,23308.9,0,23985.67,,13683.6325,,0,0,8.833333333,0,0,10.5,0,0,4,0,0,D,780,250,999,26164.10256,2231.034483
Y,1323,36,1,0,V7J3C5,1,1,3859.49,572.4516667,9135.7175,,1313.015,126527.5533,0,0,3.666666667,2.583333333,3.416666667,2.666666667,1,0,5.9,-1,-4,A,630,260,1392,34915.87302,2875
Y,1325,48,0,1,V5P1A4,1,1,407.7675,,525.1075,25303.89,1282.124167,,0,0,3.25,7.416666667,34.16666667,5.583333333,0.583333333,0,4,0,0,B,970,400,1508,24170.10309,2831.818182
Y,1328,41,0,1,V4E2R9,1,1,3508.641667,,3653.454167,,225.8233333,,0,0,0.166666667,2.416666667,25.83333333,3,0,0,3,0,0,D,650,320,1934,39767.69231,2823.684211
Y,1332,48,1,0,V7T1N6,1,0,2989.146667,0,5144.69,,0,,0,0,0.166666667,0,0,0,0,0,5,0,0,D,480,190,1356,52816.66667,7237.5
N,1334,52,1,0,V3M3J2,0,0,65.96333333,,275.7991667,13535.53778,6426.510909,158752.3683,0,0,6.166666667,0,0,1.833333333,0,0,4.8,-2,0,B,830,310,1369,32132.53012,2865.789474
Y,1336,66,0,1,V5X1T1,1,0,5832.85,3315.008333,136998.0775,,0,,0,0,1.25,0,0,0.75,0,0,4.8,-2,-11,C,1300,140,518,21555.38462,2484.057971
Y,1337,43,0,1,V7C4C9,1,1,5858.161667,55248.4875,434291.7742,,0,,0,0,0.416666667,0.666666667,0.75,3.333333333,3.333333333,0,5,0,0,A,890,420,1810,32831.46067,2873.076923
Y,1338,38,0,1,V5X1T1,1,0,26730.03583,0,60175.53333,,0,,0,0,0.416666667,5.25,0.333333333,3.083333333,0,0,5,0,0,D,1300,140,518,21555.38462,2484.057971
Y,1340,46,0,1,V7B1E7,1,1,1257.678333,0,2091.675833,,0,,0,0,1.333333333,8.75,15.25,4.833333333,4,0,4,0,-2,D,450,200,1048,39731.11111,2690.476191
Y,1342,48,0,1,V3W0R4,1,0,115.5991667,0,908.1991667,,70006.79083,105346.905,0,0,3.583333333,0,0,2.416666667,0,0,5,0,0,A,1610,440,1611,21022.36025,1292.592593
N,1345,47,1,0,V3C3M3,1,1,2316.356667,,2422.478333,,0,,0,0,1.333333333,36.58333333,42.58333333,6.416666667,10.16666667,0.166666667,3,0,0,D,550,210,760,27834.54546,1400
Y,1346,58,1,0,V6R1S7,1,1,2148.103333,500.1216667,2744.7375,,,,0,0,2,4.416666667,17.25,6.5,9.5,0,3,0,0,D,440,210,1520,60568.18182,11144.11765
N,1348,51,0,0,V3C1R9,1,0,0,,65.1775,,959.7408333,,0,0,0.25,4.75,2.083333333,1.75,0,0,3,0,0,D,1370,670,2628,35748.17518,1937.096774
Y,1349,45,0,1,V5G3B6,1,1,3146.238333,75547.29417,79300.02,,939.15,,0,0,1.083333333,10.66666667,11.5,6.75,0,0,4,0,0,C,770,350,1565,28345.45455,3008.928571
Y,1356,31,1,0,V5R5S1,0,0,3.98,,0.351666667,,,,0,0,0,0,0,0,0,0,1,0,-1,E,920,380,1453,24445.65217,2088.888889
N,1358,53,1,0,V5R4C1,0,0,,5429.3575,8542.695,,,,0,0,1.416666667,0,0,0,0,0,3,0,0,D,830,340,1511,23291.56627,2839.655172
Y,1359,63,0,1,V2X9T8,1,1,257.1891667,0.9,696.8466667,,3048.44,79011.525,0,0,0.75,1.833333333,5.083333333,2.333333333,6.25,0,5,0,0,B,1410,,,35390.78014,2426.5625
Y,1364,49,0,1,V5L2M2,0,0,349.5566667,2.24,14073.74417,,0,,0,0,0,0,0,0,0,0,5,0,0,E,1080,400,1549,23753.7037,2751.020408
Y,1370,43,0,1,,1,1,1745.833333,77.58666667,1956.7225,35402.71,,,0,0,0.75,8.333333333,37.83333333,9.416666667,15.16666667,0,3.1,1,1,D,,,,,
N,1372,49,0,1,V7A1N2,1,1,331.4158333,109.49,467.3491667,,12.59416667,95135.47,0,0,0.916666667,3.416666667,25.41666667,2.5,4.25,0,4.5,1,1,C,520,240,918,28930.76923,4339.285714
N,1377,39,1,0,V4K2V3,1,0,1676.390833,0.006666667,5324.015833,3333.67,1624.966667,151177.5875,0,0,6.25,2.916666667,15.5,6.416666667,3.666666667,0,6.8,-2,-7,D,660,270,1079,31293.93939,2985.714286
Y,1378,56,0,1,V6N2N4,1,0,11.2175,296.6858333,1499.295833,,0.231666667,,0,0,0.416666667,0,0,0,0,0,5,0,0,D,630,230,1513,48017.46032,7456.140351
Y,1379,52,1,0,V6N2N4,1,1,1603.013333,0,1659.445833,,5.000833333,,0,0,0.166666667,2.833333333,0.083333333,6.666666667,0,0,4,0,0,D,630,230,1513,48017.46032,7456.140351
Y,1387,54,0,1,V5A2G3,0,0,0,,15729.45667,,1458.870833,,0,0,1.083333333,0,0,0,0.5,0,3,0,1,D,580,320,1752,37910.34483,5748.888889
N,1389,22,0,1,V5N5J5,0,0,208.13875,0,258.87,7872.676667,,,0,0,2.166666667,6,0.083333333,1.833333333,0,0,3.6,-1,0,D,800,280,985,21352.5,2637.209302
N,1396,42,0,1,V7N4M2,1,0,1116.115833,,1661.540833,,19.66666667,,0,0,0.25,0.25,0,1.666666667,0,0,3,0,0,D,780,180,940,31007.69231,4220.454546
Y,1398,41,1,0,V4N4Z6,0,0,,1429.7125,4093.2775,,,,0,0,0.916666667,0,0,0,0,0,2.2,-1,-2,D,16030,6230,30666,32509.5446,3150.875146
Y,1400,39,0,1,V4C7E8,1,0,115.9483333,983.975,102256.5967,,0.4925,,0,0,0.333333333,0,0,0.083333333,0,0,5,0,0,E,670,300,1462,36995.52239,2824.242424
Y,1405,49,0,1,V5T2X5,1,0,0,308.935,4117.54,,7096.956667,,0,0,6.666666667,0,0,1.166666667,0,0,4.2,-1,-5,D,450,190,760,26208.88889,3990
Y,1409,46,0,1,V3B6K8,1,0,2327.015,0,2778.0325,,0,,0,0,2.5,0.416666667,0.833333333,12.5,0,0,4,0,0,D,850,370,1666,30660,2325.490196
N,1411,34,1,0,V7C1N8,0,0,1007.37,,4341.535833,,8891.7175,,0,0,0.5,0,0,0,0,0,3.5,0,-1,D,590,260,1557,33335.59322,4146.666667
Y,1414,27,1,0,V6Y2Z5,1,1,3347.235,,14418.415,,0,,0,0,1.75,3.416666667,0.333333333,2.416666667,1.083333333,0,4,0,0,D,1020,450,2220,29064.70588,3573.684211
Y,1417,57,0,1,,1,1,0,,65.96,3479.88,8050.399167,,0,0,2.083333333,3.083333333,7,4.583333333,0,0,4,0,0,D,,,,,
Y,1423,26,0,1,V3M3H8,1,0,0,0,53.71833333,711.935,1480.206667,,0,0,0.75,6,0.916666667,0,0,0,4.6,-1,-1,D,830,310,1369,32132.53012,2865.789474
N,1438,64,0,1,V3V4J9,0,0,17.41666667,0.17,108.3066667,10876.78667,9750.506667,85887.10417,0,0,6.916666667,0,0,0.25,0,0,6,0,0,B,380,140,533,24336.84211,2287.5
Y,1447,46,0,1,,1,0,83.23083333,,85.54916667,,57182.21917,592811.654,0,1,3.5,0,0,1.25,0,0,3.9,1,8,C,,,,,
N,1456,47,0,1,V5A3N8,1,1,8631.711667,0,9025.541667,,0,98007.52917,0,0,5.416666667,3.083333333,0.75,4.333333333,3.166666667,0,5,0,0,B,570,270,1573,31687.7193,5248.148148
Y,1460,24,0,1,V5P1A8,1,0,0,113.6825,124.2525,,,,0,0,1.833333333,0.583333333,2.416666667,0,0,0,3,0,0,D,190,80,332,23415.78947,2650
N,1465,38,1,0,V2X9L4,1,1,716.3866667,2.11,777.0341667,,,,0,0,0.083333333,6.166666667,21.5,1.916666667,13.41666667,0,3,0,1,E,1090,440,1515,31418.34862,1873.170732
Y,1469,23,1,0,V6L3C9,1,0,197.15,152.2483333,2102.164167,,,,0,0,1.083333333,4.833333333,4.916666667,0,0,0,4,0,1,D,390,170,1030,37792.30769,11720.96774
N,1475,66,1,0,V5P2J4,1,0,8069.505,0,9919.681667,,,,0,0,5.916666667,0,0,0.666666667,0,0,3.4,0,0,D,450,170,695,22382.22222,3625.925926
Y,1479,32,1,0,V5X1T2,1,1,925.4766667,1.205,769.6975,,1965.113333,219931.5889,1,1,6,0.833333333,10.91666667,0.75,0,0,4.7,3,3,E,1300,140,518,21555.38462,2484.057971
Y,1480,29,0,1,,1,0,83.03916667,6400.651667,8544.9125,,890.275,,0,0,9.583333333,0.166666667,0.916666667,0.333333333,0,0,4,0,-2,D,,,,,
N,1481,41,0,1,V6J1W4,1,0,734.9466667,,865.8566667,,,,0,0,0.5,1.166666667,1.083333333,1.583333333,1.25,0,2,0,0,E,560,270,1412,40701.78571,5403.703704
Y,1485,39,1,0,V4A4W2,1,1,5511.42,1.666666667,26374.18583,,45.16333333,,0,0,4.833333333,8.083333333,16.08333333,2.083333333,3.166666667,0,4.5,1,1,D,350,130,682,29371.42857,7876.086957
Y,1492,35,0,1,V4N2X6,0,0,46.0025,,230.495,,9493.751667,104517.61,0,0,1.833333333,0,0,0,0,0,4,0,0,C,1230,490,2150,29393.49594,3401.818182
Y,1499,26,0,1,V4N2Y9,1,1,1513.426667,1546.610833,7210.066667,,,,0,0,3.75,2.083333333,35.58333333,0.333333333,4.833333333,0,3.6,1,1,D,840,290,1324,26688.09524,2090.909091
N,1510,32,1,0,V6L1S2,1,0,1313.309167,28.8,1421.046667,,1389.231667,,1,0,1.25,2.416666667,8.666666667,0.75,0,0,3.6,1,1,D,510,200,1041,32350.98039,6719.607843
Y,1512,50,0,1,V3W8K2,1,1,3766.825,,3840.24,,,,0,0,0.166666667,1.333333333,5.416666667,1,0,0,2,0,0,D,810,240,775,23898.76543,817.3913044
