APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,16424,53,0,1,V4R1X8,1,0,,664.8716667,12240.09,,,,0,0,0.333333333,0,0,0,0,0,2.6,-1,-2,D,490,60,147,29771.42857,2947.368421
Y,16428,53,0,1,V2W2A2,1,0,10653.23583,,15114.88667,46968.30583,46.87,195012.535,0,0,1.333333333,7.25,22.91666667,4.5,5.333333333,0,5.2,0,3,B,5150,1930,9371,34795.92233,3364.516129
N,16430,55,1,0,V3C1B6,1,0,155.8766667,0,435.5966667,,0,,0,0,0.166666667,0,0,0,0,0,4,0,0,E,1030,460,2221,39440.7767,3367.241379
N,16432,44,0,1,V4R2E5,1,1,935.2458333,0,988.6991667,7124.38,0,155993.9925,0,0,1.166666667,7.75,58.25,1.166666667,6.416666667,0,5.1,-1,-1,A,480,,,33354.16667,1375
Y,16433,40,0,1,V3B1N8,1,0,83.09333333,,480.3233333,,,99649.00667,0,0,0.833333333,1,0,0,0,0,3,0,0,B,510,160,426,23843.13726,1364.285714
N,16440,41,1,0,V2R5L1,1,1,2780.410833,1027.171667,3879.2575,,0,19914.748,0,0,0.416666667,2.75,8.166666667,0.916666667,0.166666667,0,4.3,-1,-1,D,2700,890,3770,29513.33333,2806.060606
Y,16445,46,0,1,V4C2N5,1,0,228.5933333,0.205833333,5341.456667,17581.82583,8720.228333,119194.0408,0,0,0.666666667,16.83333333,59.16666667,2.583333333,6.5,0,6.1,-1,-4,A,1090,450,1950,32701.83486,2636.956522
N,16446,46,0,1,V3B6E9,1,0,248.6133333,,247.5816667,,900,236275.3675,1,0,1.5,0.25,0,0.083333333,0.416666667,0,3.2,2,3,A,850,380,1549,32615.29412,1545.454546
N,16455,36,1,0,V3R1W6,0,0,,0.04,387.03,,,110421.8092,0,0,0,0,0,0,0,0,3,0,0,C,1050,350,1297,28246.66667,1624.324324
N,16458,42,0,1,V4N4V6,1,1,3356.49,1772.870833,5193.635833,2092.604444,27.06,,0,0,4.083333333,1.416666667,32.83333333,6.75,2.416666667,0,4.9,1,1,D,16030,6230,30666,32509.5446,3150.875146
Y,16463,49,1,0,V7R4S1,1,0,0,,466.26,,25627.46917,305947.985,0,0,1.833333333,0.25,0.25,0,0.166666667,0,4,0,0,A,660,310,2256,52074.24242,5576.744186
N,16466,50,0,1,V3H3E8,1,0,6322.726667,,6446.779167,,1931.87,,0,0,0.916666667,0.25,0,0.583333333,0,0,3,0,0,D,350,170,790,37531.42857,0
N,16467,60,0,1,V3M6J4,1,1,9028.415,4892.213333,50113.05583,,0,,0,0,2.25,4.5,4.916666667,4.583333333,0,0,5,0,2,D,810,,,29448.14815,12387.09677
Y,16478,38,0,1,V2X9L6,0,0,0,,404.2975,,1898.31,,0,0,1.083333333,0,0,0,0,0,3,0,0,D,1090,440,1515,31418.34862,1873.170732
N,16490,62,0,1,V3V2J4,1,1,1160.2275,,1557.714167,10281.70917,6203.5175,191786.445,0,0,4.666666667,8.166666667,20.16666667,0,0,0,5,0,1,A,740,250,872,23341.89189,1450
Y,16492,49,0,1,V5V2T7,1,0,0,7945.7625,13059.885,18257.32,2898.668333,,0,0,4.166666667,3.5,34.75,4.583333333,0,0,5.2,1,1,D,880,350,1340,25834.09091,2168.421053
N,16493,41,0,1,V3G2C7,1,0,1488.201667,,1557.6825,16197.828,,150142.1075,0,0,2.916666667,2.25,3.666666667,0.75,0,0,3.3,-1,-2,A,9350,3630,17502,33861.06952,3897.393365
Y,16496,47,1,0,V3S8S4,1,1,0,5495.93,5568.8625,,40302.12917,127283.4275,0,0,0.416666667,6.25,40.41666667,1.666666667,10.5,0,5,0,0,C,38210,14860,68798,34921.48652,3671.284352
N,16504,43,0,1,V3B7S2,1,0,,87.63333333,149.7133333,2196.855,,,0,0,0.166666667,0.916666667,0,0,0,0,3,0,1,E,900,400,1804,31255.55556,4391.549296
Y,16510,30,0,1,V6R1Y5,1,0,18479.355,0,50674.43583,,,,0,0,6,2.416666667,3.25,4.333333333,0.583333333,0,4,0,-2,D,470,250,1292,40278.7234,5264.516129
N,16524,35,1,0,V5Z4S3,1,0,,681.515,734.35,,,,0,0,0.583333333,0,0,0,0,0,2,0,0,E,500,190,1066,26122,10366.12903
Y,16525,47,0,1,V3R9W4,1,0,539.0916667,0,52611.1825,25746.07,35414.80083,336557.6033,0,0,5.083333333,1.416666667,2.666666667,8.916666667,0.666666667,0,6.2,-1,-7,A,390,230,937,28076.92308,2643.75
N,16526,39,0,1,V7A2L3,0,0,,,103.8725,22844.53,,,0,0,0,0,0,0,0,0,1.1,-1,-1,D,310,120,664,32951.6129,9891.304348
Y,16528,18,1,0,V3R0S2,1,0,,803.5216667,809.1666667,,,,0,0,0.833333333,2.166666667,14.75,0,0,0,2,0,-1,D,980,450,1998,29180.61225,1935.135135
N,16530,37,0,1,V4A1X6,1,1,692.1516667,,764.9241667,,,114878.465,0,0,3,19.41666667,5.666666667,0,2.416666667,0,3,0,2,C,600,240,1116,33158.33333,4541.071429
N,16537,39,1,0,V2X1E8,1,0,8.518333333,,105.6541667,,,,0,0,1,1,6,4.5,0.166666667,0,2,0,0,E,670,310,1434,30638.80597,2115
N,16540,52,0,1,V4N4Z5,1,1,2319.915,2086.0925,5922.094167,,,211000.2833,0,0,2.25,1,2.916666667,0.75,7.25,0,4.6,-1,-1,B,840,290,1324,26688.09524,2090.909091
Y,16541,55,0,1,V5G2Y8,1,1,6058.885,,6349.215,,0,160394.1533,0,0,0.416666667,0,0,0,0,0,4,0,0,A,730,310,1506,29031.50685,2888.888889
N,16543,42,1,0,V3V3Y7,1,0,2141.3175,,2260,,,197106.96,0,0,5.833333333,1.583333333,2.333333333,0,0,0,3,0,0,C,310,110,439,28280.64516,2084.615385
Y,16547,19,1,0,V3S7S7,1,1,82.42833333,810.4116667,892.84,,,,0,0,0.666666667,3.083333333,21.33333333,0,3.166666667,0,2,0,0,D,530,180,776,29692.45283,2347.826087
Y,16553,66,0,1,V8T3Y2,1,1,13845.90583,0,15077.49083,,,148770.98,0,0,1.666666667,5.083333333,6.75,6.25,3.666666667,0,4,0,0,A,620,210,713,24416.12903,2530
N,16558,69,0,1,V5B2V1,1,0,3042.744167,,4597.259167,,,,0,0,6.75,0,27.41666667,2.333333333,0,0,3,0,0,D,550,240,1226,31000,4268
N,16559,53,0,1,V3J6C3,1,1,811.205,24.5725,1358.165,,21766.1625,,0,0,0.416666667,4.5,28.91666667,5,0,0,4,0,0,C,660,300,2198,39845.45455,3917.948718
Y,16566,60,1,0,V3H1G5,1,0,1861.928333,1971.3025,13218.56083,4861.7375,1262.259167,,0,0,5.583333333,0.333333333,8.75,2.083333333,0,0,6,0,-2,D,600,300,1391,39138.33333,3392.307692
Y,16577,34,1,0,V7L2H7,1,0,511.36,6937.304167,7832.006667,10477.78667,5926.228333,234391.51,0,0,2,8.75,38.25,6.833333333,11,0,6,0,0,B,630,,,38531.74603,3635.897436
N,16582,53,0,1,V7A1C7,0,0,373.1655556,,340.8616667,9155.53375,140.59375,,1,0,0.75,0,0,0,0,0,3.5,3,4,E,570,240,1198,27342.10526,4303.389831
Y,16587,59,0,1,V5W1Z1,1,0,1798.176667,,31677.29833,,826.675,74355.82,0,0,0.333333333,0.5,0,0.583333333,0,0,5,0,1,D,950,340,1528,25718.94737,3576.190476
N,16610,29,0,1,V7L1J1,1,0,1785.676667,3.56,1902.549167,,238.5683333,,0,0,4.833333333,3.5,1.75,1.666666667,0,0,4,0,0,D,1140,370,1644,28526.31579,3708.108108
Y,16615,50,0,1,V2R4L7,1,0,,13.71,76.4275,,,,0,0,0.083333333,0,0.083333333,0,0,0,2,0,0,E,12070,4080,16395,28209.27921,3466.356589
N,16622,62,1,0,V2S7Y5,1,0,518.7983333,,576.6058333,,,,0,0,8.833333333,0.25,11.16666667,3.666666667,0,0,2,0,1,E,21490,7510,28998,28637.31968,3154.611399
Y,16624,44,1,0,V5L3L6,1,1,510.0208333,2014.631667,3334.289167,797.1491667,2388.224167,,0,0,2.25,1.916666667,2.083333333,1.666666667,4.833333333,0.083333333,5.4,-1,-4,D,480,150,557,23650,2788.888889
Y,16629,31,1,0,V8R6L1,1,1,605.2366667,,667.9016667,,,,0,0,0.5,8,16.25,0.666666667,0.416666667,0,2,0,0,D,230,100,1510,95543.47826,24785.18519
N,16631,58,0,1,V5V3V9,0,1,5852.248333,,5989.915833,,,,0,0,4,0,0,1.416666667,0,0,2,0,0,D,790,370,1469,28327.8481,2764.102564
N,16632,56,0,1,V5V2Y4,0,1,1877.679167,0,1942.049167,,,,0,0,0.666666667,0,0,1.5,0,0,3,0,0,D,640,290,1353,32156.25,2673.529412
N,16639,36,0,1,V4A1P6,1,0,1151.223333,318.905,1533.245833,,,,0,0,0.333333333,1.75,13.33333333,0.333333333,2.333333333,0,3,0,0,E,600,240,1359,49613.33333,11300
Y,16640,52,0,1,V5L2J4,1,0,499,0,586.3925,,0,,0,0,4.5,0.166666667,0,3.333333333,3.583333333,0,4,0,0,D,1080,400,1549,23753.7037,2751.020408
Y,16648,31,1,0,V5K4A2,1,1,4522.539167,1450.7975,12708.33083,,,,0,0,0.833333333,5.5,5.416666667,2.583333333,2.75,0,3.1,-1,0,D,880,410,1629,24389.77273,2776.5625
N,16655,36,1,0,V4N3A2,1,0,3956.339167,,7350.7125,,0,54475.11583,0,0,0.75,3.083333333,0.416666667,0.25,0,0,4.5,1,1,C,1160,400,1647,29105.17241,2545.098039
N,16665,51,1,0,V3B7R2,1,0,0,1867.3225,1939.4125,,4274.830833,74421.03,0,0,2.25,9.25,12.08333333,2.833333333,0,0.166666667,5,0,0,C,910,330,1140,29349.45055,1335.483871
N,16672,47,1,0,V7L1P5,1,0,305.75,,3471.3475,,,,0,0,0,0,0,0,0,0,3,0,0,D,1050,410,2120,35437.14286,2758.823529
Y,16679,49,1,0,V6A1W6,1,1,721.4783333,,1462.968333,164.64,,,0,0,2.75,9.166666667,0.083333333,0.166666667,0,0,2.7,-2,-2,D,100,30,129,21940,1950
N,16691,55,1,0,V8S2S9,0,0,0,,108.825,,252.8983333,,0,0,0,0,0,0,0,0,3,0,0,D,470,200,1082,37157.44681,7064.864865
N,16699,41,0,1,V3W9Y3,1,0,10356.16333,,23752.34417,,,,0,0,1.916666667,1.916666667,0.333333333,0.25,0,0,3,0,0,D,940,320,1122,25558.51064,1181.481482
Y,16708,43,0,0,V7K1L6,0,0,28.33333333,,93.01583333,,0,,0,0,0.083333333,0,0,0,0,0,3,0,0,E,910,400,2107,36412.08791,3458.333333
N,16709,65,1,0,V3H4W6,1,0,6658.9275,536.3916667,7713.505833,,48125,,0,0,3.333333333,0.166666667,0,7.75,8.416666667,0,4,0,-1,C,13550,6090,29594,38106.71587,3164.860681
N,16712,45,0,1,V3S8C4,1,0,2430.196667,0,4343.356667,,,,0,0,1.083333333,4.75,13.33333333,1.083333333,0,0,4,0,0,D,1280,,,39433.59375,8959.090909
Y,16715,47,0,1,V7S1Y9,1,1,384.2758333,,443.4458333,,,,0,0,2.416666667,7.083333333,24.75,0.666666667,0,0,2,0,0,E,380,190,1480,63286.84211,11732.25807
N,16716,51,0,1,V3S7N7,0,1,0,,120.795,,7822.190833,,0,0,0,0,0,0.083333333,0,0,3,0,0,D,38210,14860,68798,34921.48652,3671.284352
N,16719,31,1,0,V5N4N3,1,0,2242.376667,,629.7241667,,,,0,0,0.416666667,0.416666667,0.083333333,0.416666667,0,0,1.3,1,1,E,1000,410,1689,24348,2096.875
N,16720,33,0,1,V6G1Z3,1,1,840.9941667,0,893.395,,,,0,0,3.166666667,11.66666667,10.16666667,1.166666667,0,0,3,0,0,D,320,160,979,47962.5,12820.83333
N,16723,38,1,0,V7M1J2,1,1,1061.111667,1223.573333,2361.3875,,2534.655833,,0,0,1.833333333,9.666666667,34.58333333,9.416666667,0.333333333,0,4,0,2,D,590,90,634,25627.11864,2652.631579
N,16725,53,1,0,V3V1E7,1,0,662.1508333,110.105,835.2133333,,,,0,0,0.75,1.25,0.166666667,0.416666667,0,0,3,0,0,E,950,280,1053,21815.78947,981.25
Y,16726,25,0,1,V3V1E7,1,0,3369.05,0,3465.38,,638.5872727,135325.4367,1,0,4.083333333,2.5,0.25,2.333333333,0,0,5,0,3,B,950,280,1053,21815.78947,981.25
N,16727,62,1,0,V5J1C9,1,0,479.5275,278.3733333,1562.564167,,,,0,0,0.166666667,1.416666667,3.5,4.416666667,0,0,4,0,0,D,760,350,1414,26972.36842,2719.230769
Y,16733,50,1,0,V5J5G9,1,0,24.0525,214.4975,291.4075,,,,0,0,2.916666667,0,0,0.416666667,0,0,3,0,2,E,490,170,763,23167.34694,3014.285714
N,16736,66,1,0,V7T1L5,1,0,8895.058333,59.945,18213.9275,,0,,0,0,7.583333333,2.333333333,0,8.083333333,0,0,5,0,4,D,330,150,1689,49469.69697,9546.666667
N,16749,60,1,0,V5V4R9,0,0,,40.1175,108.6908333,,,,0,0,0.166666667,0,0,0,0,0,2,0,1,E,940,410,1597,23661.70213,2684.745763
N,16751,31,0,1,V3S7Z8,1,0,0,,88.1625,,12773.81333,,0,0,0,1.416666667,0,0.083333333,0,0,3,0,0,D,38210,14860,68798,34921.48652,3671.284352
Y,16755,53,1,0,V5L2Y2,1,0,10.47083333,,172.7458333,4000,8.1325,,0,0,0.916666667,0.583333333,0.416666667,0,0,0,3.2,0,0,E,580,230,1008,28093.10345,0
Y,16771,40,1,0,V5K2M8,1,0,2291.839167,124.655,4437.2275,1917.53,,,0,0,0.75,0,0,0,0,0,3.4,-1,-3,D,1040,440,1702,24507.69231,2857.352941
Y,16774,53,1,0,V2X5Y4,1,0,482.0683333,306.9,2450.565833,,,,0,0,7.583333333,0.083333333,7.5,2.333333333,0.166666667,0,3.9,-1,0,D,540,310,1355,25105.55556,3228
N,16775,32,1,0,V5J5A5,1,0,0,150.7216667,173.7933333,,,,0,0,1.583333333,0.166666667,0.833333333,0,0,0,2.1,1,2,E,350,120,496,23574.28571,2226.666667
Y,16778,33,1,0,V3B7L5,1,1,173.7675,1.56,286.3175,,311.3441667,100954.8792,0,0,0.75,6.5,48.91666667,5.25,6.25,0,5,0,0,C,620,230,920,24814.51613,4596
N,16779,62,1,0,V6H1K3,0,0,1442.795833,,68946.485,,,,0,0,0.416666667,0,0,0,0,0,3,0,-1,C,560,320,1583,47542.85714,4634.615385
Y,16780,47,1,0,V6G1N1,1,1,89.73583333,0.35,211.6333333,17765.5675,10879.23083,210907.6125,0,0,0.583333333,1.416666667,0.5,2.166666667,5,0,6,0,0,A,420,190,798,32571.42857,3540.909091
Y,16784,35,1,0,,0,0,0,350.6208333,372.2333333,,,,0,0,0,0,0,0,0,0,3,0,0,E,,,,,
N,16786,31,1,0,V5L3A6,1,1,309.8875,2843.3975,24763.49583,5366.274167,,,0,0,0.416666667,22.83333333,14.08333333,5.5,0,0,4.9,-1,-1,D,580,230,1008,28093.10345,0
Y,16790,58,0,1,V5X1N6,0,1,2096.664167,22.2,2223.659167,,,,0,0,4.083333333,0,0,10.33333333,0,0.666666667,3,0,0,D,1150,290,1194,22453.04348,3550.847458
Y,16801,40,0,1,V3R8A3,1,0,1150.123333,1590.684167,2872.7225,,78.185,,0,0,1.083333333,10.16666667,18.58333333,0.583333333,1.333333333,0,4,0,0,D,1050,350,1297,28246.66667,1624.324324
N,16803,66,1,0,V7L1N3,0,0,1873.460833,,47659.39583,,,,0,0,0.083333333,0,0,0,0,0,3,0,0,D,720,210,830,34605.55556,3059.090909
Y,16813,46,1,0,V3C3J9,0,0,6097.575833,,6273.656667,,1.293333333,129331.99,0,0,1.25,0,0,0,0,0,4,0,0,B,430,170,650,27451.16279,2615.384615
Y,16814,58,1,0,V7V1N1,1,1,4695.204167,3567.643333,8473.04,,0,77717.7825,0,0,0.583333333,1.583333333,0,4.833333333,0.75,0,5,0,0,B,360,160,1278,91438.88889,17655.88235
Y,16825,59,1,0,V5J2B6,1,0,,39.21583333,104.9333333,,,,0,0,0,0.666666667,2.75,0,0,0,2,0,0,E,630,240,1116,26457.14286,4302.380952
Y,16827,39,1,0,V5Z1B6,1,1,2304.779167,728.0533333,3107.058333,13809.18083,,138120.9867,0,0,0.75,14.16666667,1.583333333,0.166666667,16.83333333,0,5,0,1,A,800,420,2200,41392.5,2741.666667
Y,16832,50,1,0,V3J7A3,1,1,6638.245833,11267.15083,18047.47167,,,,0,0,0.166666667,2.5,0,4.916666667,0,0,3,0,0,D,640,230,1083,30146.875,3087.096774
N,16834,52,1,0,V2V4J4,1,0,2552.586667,17.16,83508.125,,,,0,0,2.25,0.666666667,0.166666667,2.833333333,0,0,4,0,4,C,430,,,25660.46512,4911.111111
Y,16839,38,1,0,V6J1W5,0,0,12.1925,,76.015,3772.540833,,,0,0,0.166666667,0,0,0,0,0,3,0,0,E,560,270,1412,40701.78571,5403.703704
N,16841,59,0,1,V2P7G4,1,0,752.2608333,,823.4358333,,406.8141667,,0,0,0,0.583333333,0,0.083333333,0,0,3,0,0,D,520,160,428,24046.15385,2550
Y,16843,61,0,1,V4P1J1,1,0,4213.691667,,4358.171667,,266829.1575,351756.8883,0,0,1.666666667,11,1.166666667,8.083333333,12.08333333,0,4,0,5,A,520,220,1593,48876.92308,12566.66667
N,16844,44,0,1,V3Y1V4,1,0,0,0,102.3475,3722.343333,5094.885833,,0,0,0.5,0.25,0,0,0,0,4.1,-1,-3,D,7610,3030,12833,32986.72799,2277.022654
Y,16856,29,1,0,V3M6L1,1,1,,1025.76,1271.96,,,,0,0,0.916666667,2.583333333,18.91666667,0.083333333,5.916666667,0,2,0,-2,D,810,,,29448.14815,12387.09677
N,16860,59,1,0,V3B7Y1,1,1,349.9991667,,588.6191667,,156.8425,76565.0925,0,0,0.833333333,1.416666667,8.333333333,1.416666667,7.833333333,0,4,0,0,C,280,,,32050,3753.333333
Y,16865,48,1,0,V3V7G1,1,1,6.27,,196.365,8255.775833,12859.495,84873.74333,0,0,0.333333333,5.916666667,14.91666667,4.5,7.833333333,0,5,0,0,A,1130,350,1294,23838.93805,1812.820513
Y,16872,43,0,1,V6H2R7,1,0,765.8991667,,864.6516667,1889.9625,,,0,0,0.583333333,0.25,0,0,0,0,2.8,1,1,D,750,370,1612,31830.66667,3161.290323
N,16888,49,1,0,V3J1H3,0,0,63.16833333,0,131.17,,,,0,0,0.166666667,0,0,0,0,0,3,0,0,E,590,290,1345,32859.32203,3409.756098
N,16893,57,0,1,V1W3A7,1,0,213.9466667,49.69416667,332.6408333,,,,0,0,0.583333333,1.916666667,1.083333333,0,0.166666667,0,3,0,0,D,12420,5230,27684,32093.31723,6060.535117
Y,16897,58,0,1,V6E1R1,1,0,2499.203333,0.18,5389.2675,,,,0,0,8.5,1.916666667,8.25,2.25,0,0,3.7,1,0,D,420,180,932,30516.66667,4906.25
Y,16906,46,1,0,V6K4R2,1,1,823.9533333,,2457.510833,34148.175,696.415,24001.01333,0,0,3.25,10.5,23.25,1.666666667,9,0,5.4,-2,-2,B,660,400,2381,47659.09091,9009.52381
Y,16916,59,0,1,V7S2Z5,0,0,,0,66.4625,,,,0,0,0,0,0,0,0,0,2,0,0,E,410,240,1796,116668.2927,16945.65217
N,16920,54,1,0,V3C5Y7,0,0,49.7125,1.545,741.5825,,,,0,0,0.416666667,0,0,0,0,0,3.7,1,1,E,570,260,1039,34456.14035,1330
Y,16921,32,0,1,V6T1K8,1,0,2040.37,2694.623333,19684.42917,,,,0,0,0.666666667,4.333333333,0.166666667,0.25,0.333333333,0,3.4,1,1,D,450,140,755,32522.22222,6457.142857
N,16923,34,1,0,V5X1T4,0,0,,316.1216667,14049.18167,,,,0,0,0.166666667,0,0,0,0,0,3,0,0,D,1300,140,518,21555.38462,2484.057971
N,16936,37,0,1,V6K1V5,1,0,,5961.268333,6017.620833,,,,0,0,5.083333333,0,0,0,0,0,2,0,0,D,690,360,1998,41042.02899,5904.878049
Y,16939,37,1,0,V3S1J1,1,0,7469.203333,,26165.14167,,,,0,0,4.083333333,2.25,1.416666667,6.833333333,0,0,3,0,-1,E,620,230,708,28096.77419,3085.714286
N,16946,39,1,0,V3M6R2,1,0,344.6016667,69.19166667,469.1358333,,,,0,0,1.083333333,7.5,14.5,0.166666667,0.166666667,0,3,0,0,E,920,430,1540,28539.13044,1240.909091
N,16948,51,0,1,V6B2J7,0,0,,,71.33,,,,0,0,0,0,0,0,0,0,1,0,0,E,340,150,747,43044.11765,4711.111111
N,16949,25,1,0,V5T2A1,1,1,1643.783333,2680.66,4386.393333,,,,0,0,0.333333333,14.66666667,25.33333333,1.333333333,7.333333333,0,3,0,0,D,450,190,760,26208.88889,3990
Y,16954,32,0,1,V5Z2W9,1,0,3334.468333,1.07,4321.701667,,,,0,0,0.25,3.083333333,0,2.666666667,1.25,0,3,0,1,D,630,320,1653,35792.06349,3770.588235
Y,16961,48,1,0,V5X1Y8,1,0,321.8733333,,377.5566667,,,,0,0,1.666666667,14.58333333,4.666666667,3.583333333,0,0.166666667,2,0,0,E,1230,320,1434,21462.60163,2223.809524
N,16962,65,0,1,V7J1N9,1,0,2264.150833,6614.833333,9107.034167,,0,,0,0,0.333333333,0.5,0,2.75,2.583333333,0,4,0,0,D,630,250,1301,31353.96825,3128.571429
N,16964,39,1,0,V5Y1X7,1,0,11902.735,,13327.665,1241.68,0,,0,0,0.25,4.75,24.66666667,3.916666667,4.75,0,3.3,-2,-3,D,680,370,1943,41805.88235,3475.757576
N,16968,68,1,0,V3J1P7,1,0,4591.316667,,152796.2217,,,,0,0,2.25,0,3.75,2.25,3.166666667,0,5,0,-15,C,580,210,883,29568.96552,2632.142857
N,16972,60,1,0,V5N5M1,1,0,1553.821667,,1620.776667,,,,0,0,1.25,0,0,3.833333333,0,0,2,0,0,D,800,360,1379,29835,2482.051282
Y,16985,35,1,0,V3N4V2,1,0,233.2266667,2751.020833,3063.786667,4172.12,,,0,0,0.583333333,8.416666667,42.25,1.333333333,3.833333333,0,3.3,-1,-2,D,940,,,35311.70213,2848.529412
Y,16986,38,1,0,V6P2Y2,1,1,1509.0775,64.0625,1656.375,,,,0,0,0,3.916666667,4,1.25,0,0,3,0,0,D,990,400,1541,27830.30303,3167.346939
N,16993,69,0,1,V5L4S1,0,0,5646.0675,0,7437.211667,,,59196.77917,0,0,4.583333333,0,0,0,0,0,4.2,1,1,D,1080,400,1549,23753.7037,2751.020408
N,16995,36,0,1,V3T3T5,0,0,,0,1282.531667,,,,0,0,0.166666667,0,0,0,0,0,2.3,-1,-3,D,920,100,600,24760.86957,1408.823529
N,16996,44,0,1,V5X2A2,1,0,2955.844167,,3096.514167,,,,0,0,3,0.25,0,0.583333333,0,0,2,0,0,D,500,160,733,25776,3271.428571
N,17017,56,1,0,V5Z3J8,1,0,,80.7125,178.3725,,,,0,0,1.416666667,0.416666667,5.166666667,0,0,0,2,0,0,E,680,340,1715,38363.23529,2354.83871
N,17019,47,1,0,V7V1K4,0,0,24106.69583,,24496.27583,,,,0,0,0,0,0,0.666666667,0,0,2,0,0,D,400,100,611,46795,19949.23077
Y,17028,54,0,1,V2S7K4,1,0,2260.234167,,2395.989167,,0,,0,0,0.666666667,0,0,0.75,0,0,3,0,0,D,21490,7510,28998,28637.31968,3154.611399
Y,17032,49,1,0,V7E5J6,0,0,0,0,1063.085,,179967.6517,139499.0392,0,0,4.416666667,0,0,5.083333333,0,0,5,0,0,A,710,300,1643,32036.61972,6086.111111
N,17042,40,0,1,V5H4B6,0,0,,,65.7075,,,,0,0,0,0,0,0,0,0,1,0,0,E,430,150,969,35646.51163,4662.962963
Y,17059,32,1,0,V6Z2Y7,1,1,3037.4175,,3113.7525,,,60753.40667,0,0,1.75,0,0,0,0,0,3,0,0,D,340,170,837,35688.23529,2358.333333
N,17060,64,1,0,V6Z2Y7,0,0,1473.548333,,3411.595,,,,0,0,1,0,0,0.083333333,0,0,2,0,-1,D,340,170,837,35688.23529,2358.333333
N,17062,41,1,0,V5K5G9,1,0,0,0,21120.64833,,24964.83667,,0,0,2,0,0,0.083333333,0,0,5,0,0,C,1040,440,1569,27063.46154,1509.803922
N,17065,37,1,0,V7E5K1,1,0,110.1941667,,864.2675,782.805,,,0,0,3,9.666666667,31,3.083333333,0,0,2.4,-2,-4,D,990,440,2165,32930.30303,3205.084746
N,17067,51,1,0,V7P3E7,1,0,1005.073333,0,1113.503333,,,129541.3358,0,0,0.083333333,0.25,0,0.166666667,0,0,4,0,0,B,100,50,329,55580,10833.33333
Y,17070,39,1,0,V3M1X6,1,1,1025.0775,,1104.15,7265.781667,0,,0,0,2.333333333,11.25,28.08333333,3.916666667,1.166666667,0,4,0,0,D,350,100,449,22197.14286,2407.692308
N,17073,56,1,0,V5C4Y6,1,0,16.40083333,,5080.348333,,,,0,0,0.833333333,0,0,0,0,0,3,0,0,D,280,120,576,31817.85714,3293.333333
Y,17083,43,1,0,V3B7P8,1,1,5016.681667,4724.77,18178.435,,2277.2225,66444.41833,0,0,8.25,3.166666667,19.25,6.333333333,4.833333333,0.083333333,5.4,-1,-1,C,910,330,1140,29349.45055,1335.483871
Y,17089,45,0,1,V6K4M7,1,0,107.5683333,0,5222.266667,7580.884167,2909.456667,67721.91583,0,0,3.75,7.083333333,9,1.416666667,0.333333333,0.25,7,0,0,C,720,380,2210,44526.38889,12241.17647
N,17092,65,1,0,V7W2W7,1,0,4399.0625,2028.930833,138348.4083,,,,0,0,2.166666667,0.666666667,2.666666667,3,0,0,4,0,-2,C,470,210,1602,89261.70213,25777.55102
N,17095,32,0,1,V6B5X6,1,0,1851.570833,,1993.488333,,18847.07083,185690.4083,0,0,1,5.916666667,6.416666667,2.25,7.333333333,0,4,0,0,C,760,380,2126,39905.26316,2136.111111
Y,17097,53,1,0,V8S1R1,1,1,2607.840833,2335.259167,5132.7725,,24029.5,,0,0,2.333333333,0,10.5,7.416666667,0,0,4,0,0,C,510,240,1156,38229.41177,5044.117647
N,17098,47,0,1,V3S2G9,1,0,161.2816667,,214.7216667,,,,0,0,2.916666667,3,4.416666667,1.5,0,0,2,0,0,D,1140,460,2036,31121.92982,2068.888889
N,17102,45,0,1,V5R5J9,1,0,4719.481667,,11087.93417,,0,140000,1,1,1.5,4.583333333,0.166666667,6.416666667,0,0,2.5,3,3,D,900,380,1381,23246.66667,1690.909091
Y,17104,54,0,1,V5B1T5,1,1,3253.11,0.27,24899.83083,,71456.4525,456165.4275,0,0,2,1.583333333,1.083333333,3.416666667,10.66666667,0,6,0,3,A,730,300,1492,27890.41096,2982.051282
Y,17110,52,1,0,V7A1V6,1,0,0,2688.07,2797.5125,,0,,0,0,0.5,0,0,0,0,0,4,0,0,D,570,240,1198,27342.10526,4303.389831
Y,17111,40,0,1,V6A3G8,1,1,2591.8425,0,2742.165,,0,166216.8767,0,0,0.25,4.666666667,1.666666667,3.416666667,1.583333333,0,5,0,0,D,320,140,476,23625,3000
Y,17117,36,1,0,V2S6W8,0,1,623.1633333,,683.3108333,,,,0,0,16.16666667,0,0,25.75,0,0,2,0,0,E,1430,,,26844.75525,4479.411765
N,17127,30,0,1,V4N3L4,1,0,383.18,,447.14,,0,,0,0,0.416666667,0,0,0,0,0,3,0,0,D,16030,6230,30666,32509.5446,3150.875146
N,17128,53,1,0,V7V1B9,1,1,2544.605,1883.6275,4503.215,4238.857273,25.30916667,,0,0,1.333333333,1.833333333,5,7.666666667,0,0,5,0,1,D,440,180,1374,33397.72727,9613.333333
